customer_id,month,month_index,scenario,event,income,essential_spending,discretionary_spending,balance,emi,debt,credit_limit,credit_utilization,missed_payments,savings_buffer,income_change_pct,expense_to_income_pct,sustained_distress
C00002,2025-12-01,12,rising_expenses,rising essentials,2993.93,2494.34,171.6,5937.24,238.75,5983.7,4302.34,0.4603,2,5428.46,2.07,89.04,1
C00003,2025-01-01,1,persistent_debt_stress,debt pressure,3377.63,2015.27,421.44,1603.87,429.44,13409.62,2362.38,1.25,0,1373.7,11.27,72.14,0
C00003,2025-02-01,2,persistent_debt_stress,debt pressure,3049.17,1708.73,601.52,1908.2,434.59,13654.89,2362.38,1.25,0,1541.08,-9.72,75.77,1
C00003,2025-03-01,3,persistent_debt_stress,debt pressure,2959.93,1636.06,405.94,2386.37,439.74,13846.06,2362.38,1.25,0,1804.08,-2.93,68.99,1
C00003,2025-04-01,4,persistent_debt_stress,debt pressure,3005.75,2117.63,274.25,2555.34,444.9,13978.2,2362.38,1.25,0,1897.01,1.55,79.58,1
C00003,2025-05-01,5,persistent_debt_stress,debt pressure,3659.5,2595.39,629.72,2539.68,450.05,14475.46,2362.38,1.25,0,1888.39,21.75,88.13,1
C00003,2025-06-01,6,persistent_debt_stress,debt pressure,2930.92,1982.54,416.63,2616.22,455.2,14779.44,2362.38,1.25,0,1930.49,-19.91,81.86,1
C00003,2025-07-01,7,persistent_debt_stress,debt pressure,3050.64,1716.55,472.36,3017.59,460.35,14971.03,2362.38,1.25,0,2151.24,4.08,71.75,1
C00003,2025-08-01,8,persistent_debt_stress,debt pressure,3353.36,2470.43,573.36,2861.65,465.51,15348.53,2362.38,1.25,0,2065.48,9.92,90.77,1
C00003,2025-09-01,9,persistent_debt_stress,debt pressure,2930.65,1875.14,322.21,3124.29,470.66,15818.02,2362.38,1.25,0,2209.93,-12.61,74.98,1
C00003,2025-10-01,10,persistent_debt_stress,debt pressure,2829.99,1568.75,218.36,3691.35,475.81,16016.84,2362.38,1.25,0,2521.81,-3.43,63.15,1
C00003,2025-11-01,11,persistent_debt_stress,debt pressure,2798.82,1672.52,476.83,3606.8,480.97,16321.38,2362.38,1.25,1,2475.31,-1.1,76.8,1
C00003,2025-12-01,12,persistent_debt_stress,debt pressure,2895.33,2007.83,309.39,3698.79,486.12,16471.62,2362.38,1.25,1,2525.9,3.45,80.03,1
C00004,2025-01-01,1,income_loss,normal,1731.37,820.72,202.03,2903.73,418.61,15343.66,9341.47,0.6209,0,2773.22,15.81,59.07,0
C00004,2025-02-01,2,income_loss,normal,1458.93,930.93,86.85,2629.92,418.61,15339.07,9341.47,0.7618,1,2622.62,-15.74,69.76,0
C00004,2025-03-01,3,income_loss,normal,1672.77,1079.35,129.43,2675.3,418.61,15326.84,9341.47,0.7057,1,2647.58,14.66,72.26,1
C00004,2025-04-01,4,income_loss,normal,1567.93,842.5,105.35,2876.77,418.61,15291.23,9341.47,0.6535,1,2758.39,-6.27,60.45,1
C00004,2025-05-01,5,income_loss,income loss,1128.56,643.74,65.6,2877.38,418.61,15291.1,9341.47,0.6914,1,2758.73,-28.02,62.85,1
C00004,2025-06-01,6,income_loss,income loss,930.36,497.95,24.74,2627.05,418.61,15297.64,9341.47,0.7861,2,2621.05,-17.56,56.18,1
C00004,2025-07-01,7,income_loss,income loss,958.83,538.88,19.18,2242.75,418.61,15307.91,9341.47,0.6869,3,2409.68,3.06,58.2,1
C00004,2025-08-01,8,income_loss,income loss,684.4,353.21,110.9,1814.99,418.61,15474.93,9341.47,0.6046,4,2174.41,-28.62,67.81,1
C00004,2025-09-01,9,income_loss,income loss,794.11,403.36,100.92,1418.57,418.61,15533.52,9341.47,0.5927,5,1956.38,16.03,63.5,1
C00004,2025-10-01,10,income_loss,income loss,1077.73,524.03,133.23,1054.34,418.61,15533.25,9341.47,0.4939,6,1756.05,35.72,60.99,1
C00004,2025-11-01,11,income_loss,income loss,817.55,448.41,123.25,651.95,418.61,15637.25,9341.47,0.6842,7,1534.74,-24.14,69.92,1
C00004,2025-12-01,12,income_loss,income loss,905.87,529.78,42.63,566.8,418.61,15694.36,9341.47,0.7112,7,1487.91,10.8,63.19,1
C00005,2025-01-01,1,gradual_deterioration,gradual pressure,1567.36,557.98,43.93,2273.03,30.91,1142.14,11552.95,0.0374,0,1852.49,-8.53,38.4,0
C00005,2025-02-01,2,gradual_deterioration,gradual pressure,1675.95,576.48,332.58,3009.01,30.91,958.97,11552.95,0.0239,0,2257.28,6.93,54.24,0
C00005,2025-03-01,3,gradual_deterioration,gradual pressure,1766.5,853.43,103.7,3787.48,30.91,824.84,11552.95,0.025,0,2685.44,5.4,54.18,0
C00005,2025-04-01,4,gradual_deterioration,gradual pressure,1564.23,650.15,194.98,4475.67,30.91,687.67,11552.95,0.0221,0,3063.94,-11.45,54.03,0
C00005,2025-05-01,5,gradual_deterioration,gradual pressure,1588.78,702.7,294.62,5036.22,30.91,616.44,11552.95,0.0169,0,3372.24,1.57,62.77,0
C00005,2025-06-01,6,gradual_deterioration,gradual pressure,1517.74,662.89,107.71,5752.44,30.91,485.83,11552.95,0.0128,0,3766.17,-4.47,50.77,0
C00005,2025-07-01,7,gradual_deterioration,gradual pressure,1546.18,653.19,248.32,6366.2,30.91,458.94,11552.95,0.0168,0,4103.73,1.87,58.31,0
C00005,2025-08-01,8,gradual_deterioration,gradual pressure,1584.86,619.93,36.91,7263.32,30.91,342.58,11552.95,0.0099,0,4597.15,2.5,41.44,0
C00005,2025-09-01,9,gradual_deterioration,gradual pressure,1650.33,811.4,238.51,7832.83,30.91,301.85,11552.95,0.0099,0,4910.38,4.13,63.62,0
C00005,2025-10-01,10,gradual_deterioration,gradual pressure,1414.3,603.72,174.95,8437.54,30.91,252.49,11552.95,0.0086,0,5242.97,-14.3,55.06,0
C00005,2025-11-01,11,gradual_deterioration,gradual pressure,1324.87,697.12,132.11,8882.24,30.91,186.19,11552.95,0.0046,1,5487.56,-6.32,62.59,0
C00005,2025-12-01,12,gradual_deterioration,gradual pressure,1508.88,697.46,170.28,9492.47,30.91,113.9,11552.95,0.0037,1,5823.18,13.89,57.51,0
C00006,2025-01-01,1,irregular_income,variable income,1953.63,1270.01,295.13,4227.63,380.39,18678.72,11316.36,0.7496,0,4223.98,8.58,80.11,0
C00006,2025-02-01,2,irregular_income,variable income,2668.27,1821.13,465.37,3988.36,380.39,18678.41,11316.36,0.5571,1,4092.39,36.58,85.69,1
C00006,2025-03-01,3,irregular_income,variable income,2171.29,1348.49,374.87,3865.85,380.39,18667.6,11316.36,0.5888,2,4025.01,-18.63,79.37,1
C00006,2025-04-01,4,irregular_income,variable income,1752.64,1127.34,370.62,3439.95,380.39,18724.58,11316.36,0.7966,3,3790.76,-19.28,85.47,1
C00006,2025-05-01,5,irregular_income,variable income,3228.78,1599.11,315.63,4373.6,380.39,18575.1,11316.36,0.6831,3,4304.27,84.22,59.3,1
C00006,2025-06-01,6,irregular_income,variable income,1785.0,1241.8,221.35,4315.07,380.39,18618.59,11316.36,0.7118,3,4272.07,-44.72,81.97,1
C00006,2025-07-01,7,irregular_income,variable income,1000.48,744.66,142.31,3716.46,380.39,18756.25,11316.36,0.8083,4,3942.84,-43.95,88.65,1
C00006,2025-08-01,8,irregular_income,variable income,1936.58,1616.98,393.25,3262.42,380.39,19104.16,11316.36,0.6664,4,3693.12,93.56,103.8,1
C00006,2025-09-01,9,irregular_income,variable income,1974.66,1540.73,414.32,2576.53,380.39,19275.63,11316.36,0.6118,5,3315.88,1.97,99.01,1
C00006,2025-10-01,10,irregular_income,variable income,1808.01,1223.2,354.96,2105.45,380.39,19378.74,11316.36,0.7171,6,3056.78,-8.44,87.29,1
C00006,2025-11-01,11,irregular_income,variable income,2798.32,1617.97,215.78,2689.63,380.39,19286.57,11316.36,0.6024,6,3378.08,54.77,65.53,1
C00006,2025-12-01,12,irregular_income,variable income,1575.52,1125.18,63.44,2696.14,380.39,19284.77,11316.36,0.8142,6,3381.67,-43.7,75.44,1
C00007,2025-01-01,1,income_loss,normal,3363.07,2120.55,1008.92,5147.61,142.01,6868.18,9054.19,0.219,0,5106.4,11.27,93.05,0
C00007,2025-02-01,2,income_loss,normal,3048.78,1776.47,914.63,5363.29,142.01,6810.91,9054.19,0.3021,0,5225.02,-9.35,88.27,0
C00007,2025-03-01,3,income_loss,normal,2622.13,1609.95,783.83,5449.63,142.01,6792.19,9054.19,0.338,0,5272.51,-13.99,91.29,0
C00007,2025-04-01,4,income_loss,normal,3458.71,2119.22,994.93,5652.19,142.01,6756.9,9054.19,0.2231,0,5383.91,31.9,90.04,0
C00007,2025-05-01,5,income_loss,income loss,1812.04,1036.37,543.61,5742.24,142.01,6737.64,9054.19,0.2266,0,5433.44,-47.61,87.19,0
C00007,2025-06-01,6,income_loss,income loss,1719.96,1033.21,515.99,5770.99,142.01,6731.17,9054.19,0.3339,0,5449.26,-5.08,90.07,0
C00007,2025-07-01,7,income_loss,income loss,1669.28,1039.13,500.78,5758.35,142.01,6740.1,9054.19,0.3333,0,5442.3,-2.95,92.25,0
C00007,2025-08-01,8,income_loss,income loss,1784.66,1095.53,535.4,5770.08,142.01,6737.95,9054.19,0.2129,0,5448.75,6.91,91.39,0
C00007,2025-09-01,9,income_loss,income loss,2036.04,1169.65,507.61,5986.86,142.01,6684.99,9054.19,0.2145,0,5567.98,14.09,82.38,0
C00007,2025-10-01,10,income_loss,income loss,1526.79,929.36,458.04,5984.24,142.01,6686.63,9054.19,0.2239,0,5566.54,-25.01,90.87,0
C00007,2025-11-01,11,income_loss,income loss,1862.92,1153.18,558.88,5993.1,142.01,6685.0,9054.19,0.2512,0,5571.41,22.02,91.9,0
C00007,2025-12-01,12,income_loss,income loss,1763.21,972.37,430.14,6211.79,142.01,6634.14,9054.19,0.3233,0,5691.7,-5.35,79.54,0
C00008,2025-01-01,1,healthy,normal,5141.66,3050.87,911.96,9633.59,88.38,2162.96,15790.57,0.0646,0,9142.88,1.08,77.07,0
C00008,2025-02-01,2,healthy,normal,5116.34,2629.81,582.44,11449.3,88.38,1724.53,15790.57,0.0443,0,10141.53,-0.49,62.78,0
C00008,2025-03-01,3,healthy,normal,5072.14,2984.11,1278.21,12170.74,88.38,1524.08,15790.57,0.0331,0,10538.32,-0.86,84.03,0
C00008,2025-04-01,4,healthy,normal,5066.76,3171.34,830.02,13147.76,88.38,1395.24,15790.57,0.0313,0,11075.68,-0.11,78.97,0
C00008,2025-05-01,5,healthy,normal,4981.98,2885.49,1494.59,13661.28,88.38,1272.9,15790.57,0.0318,0,11358.12,-1.67,87.92,0
C00008,2025-06-01,6,healthy,normal,4948.81,2809.67,621.47,15051.5,88.38,909.89,15790.57,0.0236,1,12122.73,-0.67,69.33,0
C00008,2025-07-01,7,healthy,normal,5116.68,3220.64,1184.83,15674.33,88.38,829.93,15790.57,0.0182,1,12465.29,3.39,86.1,0
C00008,2025-08-01,8,healthy,normal,5103.05,2614.31,857.79,17216.9,88.38,469.88,15790.57,0.0122,1,13313.71,-0.27,68.04,0
C00008,2025-09-01,9,healthy,normal,5052.23,2857.02,435.4,18846.13,88.38,217.96,15790.57,0.0047,2,14209.78,-1.0,65.17,0
C00008,2025-10-01,10,healthy,normal,5188.69,3004.88,819.16,20122.4,88.38,0.0,15790.57,0,2,14911.73,2.7,73.7,0
C00008,2025-11-01,11,healthy,normal,4905.21,3366.53,845.56,20727.15,88.38,0.0,15790.57,0,2,15244.34,-5.46,85.87,0
C00008,2025-12-01,12,healthy,normal,5290.29,2811.74,1047.49,22069.84,88.38,0.0,15790.57,0,2,15982.82,7.85,72.95,0
C00009,2025-01-01,1,income_loss,normal,2738.87,1293.8,821.66,4711.22,40.15,1840.14,11324.23,0.0666,0,4448.75,-0.76,77.24,0
C00009,2025-02-01,2,income_loss,normal,2854.58,889.96,782.09,5853.59,40.15,1574.1,11324.23,0.0411,0,5077.06,4.22,58.57,0
C00009,2025-03-01,3,income_loss,normal,2345.59,1160.96,583.65,6414.42,40.15,1480.95,11324.23,0.0476,0,5385.51,-17.83,74.38,0
C00009,2025-04-01,4,income_loss,normal,2911.59,1411.07,720.4,7154.38,40.15,1375.15,11324.23,0.0398,0,5792.49,24.13,73.21,0
C00009,2025-05-01,5,income_loss,income loss,1694.88,602.12,508.46,7698.52,40.15,1261.61,11324.23,0.0454,0,6091.77,-41.79,65.53,0
C00009,2025-06-01,6,income_loss,income loss,1636.18,889.94,474.4,7930.21,40.15,1232.16,11324.23,0.0343,0,6219.2,-3.46,83.39,0
C00009,2025-07-01,7,income_loss,income loss,1830.78,988.58,549.23,8183.03,40.15,1189.96,11324.23,0.0303,0,6358.25,11.89,84.0,0
C00009,2025-08-01,8,income_loss,income loss,1896.59,652.48,347.69,9039.29,40.15,980.23,11324.23,0.0264,0,6829.19,3.59,52.74,0
C00009,2025-09-01,9,income_loss,income loss,1527.97,719.79,458.39,9348.92,40.15,903.38,11324.23,0.0319,0,6999.49,-19.44,77.11,0
C00009,2025-10-01,10,income_loss,income loss,1863.92,833.48,511.72,9827.49,40.15,799.81,11324.23,0.0247,0,7262.7,21.99,72.17,0
C00009,2025-11-01,11,income_loss,income loss,1776.87,1052.43,533.06,9978.72,40.15,780.82,11324.23,0.0244,0,7345.88,-4.67,89.23,0
C00009,2025-12-01,12,income_loss,income loss,1690.97,869.11,507.29,10253.14,40.15,714.39,11324.23,0.0227,0,7496.81,-4.83,81.4,0
C00010,2025-01-01,1,persistent_debt_stress,debt pressure,2280.14,1319.31,396.22,1256.94,250.0,6585.63,7429.36,0.4229,0,1115.36,1.63,75.24,0
C00010,2025-02-01,2,persistent_debt_stress,debt pressure,1974.19,1130.63,39.48,1698.49,253.0,6704.32,7429.36,0.3245,1,1358.22,-13.42,59.27,0
C00010,2025-03-01,3,persistent_debt_stress,debt pressure,2224.9,1290.99,200.06,2176.33,256.0,6828.51,7429.36,0.2809,1,1621.03,12.7,67.02,0
C00010,2025-04-01,4,persistent_debt_stress,debt pressure,2308.11,1420.01,296.01,2509.42,259.0,6954.05,7429.36,0.2924,1,1804.23,3.74,74.35,0
C00010,2025-05-01,5,persistent_debt_stress,debt pressure,2257.32,1262.63,381.62,2860.49,262.0,7108.86,7429.36,0.3906,1,1997.31,-2.2,72.84,0
C00010,2025-06-01,6,persistent_debt_stress,debt pressure,2294.04,1559.79,347.68,2982.06,265.0,7266.44,7429.36,0.2798,1,2064.18,1.63,83.15,0
C00010,2025-07-01,7,persistent_debt_stress,debt pressure,2309.57,1332.51,373.15,3317.96,268.0,7435.91,7429.36,0.3634,1,2248.92,0.68,73.85,0
C00010,2025-08-01,8,persistent_debt_stress,debt pressure,2147.0,1353.16,379.78,3461.02,271.0,7570.32,7429.36,0.307,1,2327.61,-7.04,80.71,0
C00010,2025-09-01,9,persistent_debt_stress,debt pressure,1888.47,1075.99,335.15,3664.34,274.0,7664.44,7429.36,0.3385,1,2439.43,-12.04,74.72,0
C00010,2025-10-01,10,persistent_debt_stress,debt pressure,1918.39,1220.61,274.37,3810.74,277.0,7835.1,7429.36,0.3511,1,2519.96,1.58,77.93,0
C00010,2025-11-01,11,persistent_debt_stress,debt pressure,2191.17,1151.95,249.36,4320.61,280.0,7892.4,7429.36,0.4728,1,2800.38,14.22,63.95,0
C00010,2025-12-01,12,persistent_debt_stress,debt pressure,2309.65,1273.36,268.46,4805.44,283.0,7989.38,7429.36,0.3095,1,3067.04,5.41,66.76,0
C00011,2025-01-01,1,persistent_debt_stress,debt pressure,3795.85,2170.83,1107.61,2405.94,326.66,12135.89,7635.97,0.7124,0,2320.1,-12.48,86.37,0
C00011,2025-02-01,2,persistent_debt_stress,debt pressure,4449.43,1780.12,362.83,4381.84,330.58,11935.23,7635.97,0.7105,0,3406.85,17.22,48.16,0
C00011,2025-03-01,3,persistent_debt_stress,debt pressure,4076.7,2170.15,798.26,5155.64,334.5,12068.36,7635.97,0.6865,0,3832.44,-8.38,72.81,0
C00011,2025-04-01,4,persistent_debt_stress,debt pressure,4618.1,2337.94,700.25,6211.4,338.42,12212.91,7635.97,0.5403,1,4413.1,13.28,65.79,0
C00011,2025-05-01,5,persistent_debt_stress,debt pressure,4517.66,2441.96,343.72,7324.01,342.34,12147.15,7635.97,0.7491,2,5025.04,-2.17,61.66,1
C00011,2025-06-01,6,persistent_debt_stress,debt pressure,4160.5,2207.23,892.63,8038.39,346.26,12372.48,7635.97,0.756,2,5417.95,-7.91,74.51,1
C00011,2025-07-01,7,persistent_debt_stress,debt pressure,3770.08,1898.27,1019.07,8540.94,350.18,12599.94,7635.97,0.6988,2,5694.36,-9.38,77.38,1
C00011,2025-08-01,8,persistent_debt_stress,debt pressure,4764.08,1463.76,1429.22,9859.44,354.1,12527.16,7635.97,0.6713,3,6419.53,26.37,60.72,1
C00011,2025-09-01,9,persistent_debt_stress,debt pressure,3757.94,1898.04,1127.38,9918.5,358.02,12862.15,7635.97,0.7836,4,6452.01,-21.12,80.51,1
C00011,2025-10-01,10,persistent_debt_stress,debt pressure,4388.7,2123.9,727.3,11094.06,361.94,13045.31,7635.97,0.73,4,7098.57,16.78,64.97,1
C00011,2025-11-01,11,persistent_debt_stress,debt pressure,4505.1,2212.43,1129.47,11891.4,365.86,13320.04,7635.97,0.5794,4,7537.11,2.65,74.18,1
C00011,2025-12-01,12,persistent_debt_stress,debt pressure,3907.77,2012.65,603.87,12812.87,369.78,13361.32,7635.97,0.7362,4,8043.92,-13.26,66.96,1
C00012,2025-01-01,1,healthy,normal,1878.07,563.42,453.25,1231.47,151.95,6391.54,8333.54,0.2825,0,912.22,0.19,54.13,0
C00012,2025-02-01,2,healthy,normal,1915.55,903.74,328.45,1762.9,151.95,6316.55,8333.54,0.2969,0,1204.51,2.0,64.33,0
C00012,2025-03-01,3,healthy,normal,1890.65,743.98,440.27,2317.35,151.95,6244.67,8333.54,0.2806,0,1509.46,-1.3,62.64,0
C00012,2025-04-01,4,healthy,normal,1857.89,667.38,65.33,3201.13,151.95,6058.04,8333.54,0.2152,1,1995.53,-1.73,39.44,0
C00012,2025-05-01,5,healthy,normal,1866.71,875.77,305.12,3734.99,151.95,5974.35,8333.54,0.2278,1,2289.16,0.47,63.26,0
C00012,2025-06-01,6,healthy,normal,1990.52,1093.06,92.15,4388.35,151.95,5849.28,8333.54,0.2309,1,2648.5,6.63,59.54,0
C00012,2025-07-01,7,healthy,normal,1822.34,921.4,398.18,4739.16,151.95,5751.42,8333.54,0.2728,1,2841.45,-8.45,72.41,0
C00012,2025-08-01,8,healthy,normal,1896.5,1019.03,347.31,5117.37,151.95,5689.38,8333.54,0.2915,1,3049.47,4.07,72.05,0
C00012,2025-09-01,9,healthy,normal,1809.55,891.72,225.22,5658.03,151.95,5591.53,8333.54,0.2427,1,3346.83,-4.58,61.73,0
C00012,2025-10-01,10,healthy,normal,1858.82,914.01,179.16,6271.73,151.95,5512.23,8333.54,0.2553,1,3684.37,2.72,58.81,0
C00012,2025-11-01,11,healthy,normal,1864.96,862.77,314.65,6807.32,151.95,5402.06,8333.54,0.2304,1,3978.94,0.33,63.13,0
C00012,2025-12-01,12,healthy,normal,1881.62,975.84,252.53,7308.63,151.95,5269.15,8333.54,0.2038,1,4254.66,0.89,65.28,0
C00013,2025-01-01,1,healthy,normal,5638.55,3397.12,860.55,1929.72,106.97,4028.48,6850.02,0.2328,0,1356.46,3.11,75.51,0
C00013,2025-02-01,2,healthy,normal,5450.08,3259.48,1094.33,2919.02,106.97,3806.15,6850.02,0.2469,0,1900.57,-3.34,79.89,0
C00013,2025-03-01,3,healthy,normal,5466.21,3552.2,991.78,3734.27,106.97,3588.72,6850.02,0.1528,0,2348.96,0.3,83.13,0
C00013,2025-04-01,4,healthy,normal,5552.73,3649.83,814.95,4715.26,106.97,3374.02,6850.02,0.1855,0,2888.5,1.58,80.41,0
C00013,2025-05-01,5,healthy,normal,5466.03,3415.9,816.35,5842.07,106.97,3062.58,6850.02,0.1855,0,3508.25,-1.56,77.43,0
C00013,2025-06-01,6,healthy,normal,5386.81,3406.68,615.55,7099.67,106.97,2836.6,6850.02,0.198,0,4199.93,-1.45,74.67,0
C00013,2025-07-01,7,healthy,normal,5305.54,3731.33,488.81,8078.09,106.97,2632.67,6850.02,0.1208,0,4738.06,-1.51,79.54,0
C00013,2025-08-01,8,healthy,normal,5468.28,3688.5,811.67,8939.24,106.97,2500.2,6850.02,0.1369,0,5211.69,3.07,82.3,0
C00013,2025-09-01,9,healthy,normal,5480.65,3683.51,1196.19,9433.22,106.97,2409.44,6850.02,0.1154,0,5483.38,0.23,89.04,0
C00013,2025-10-01,10,healthy,normal,5571.12,3729.6,949.68,10218.08,106.97,2191.13,6850.02,0.1519,0,5915.06,1.65,83.99,0
C00013,2025-11-01,11,healthy,normal,5319.57,3526.29,577.07,11327.32,106.97,2052.76,6850.02,0.1133,0,6525.14,-4.52,77.14,0
C00013,2025-12-01,12,healthy,normal,5428.41,3447.53,1054.95,12146.27,106.97,1861.05,6850.02,0.1147,0,6975.56,2.05,82.94,0
C00014,2025-01-01,1,persistent_debt_stress,debt pressure,3282.25,1659.02,336.77,2607.45,250.0,5021.02,8183.79,0.2086,0,2141.04,-7.3,60.81,0
C00014,2025-02-01,2,persistent_debt_stress,debt pressure,3751.35,1893.92,289.47,3922.41,253.0,4931.75,8183.79,0.2206,0,2864.27,14.29,58.2,0
C00014,2025-03-01,3,persistent_debt_stress,debt pressure,3719.72,1679.67,572.36,5134.1,256.0,4902.76,8183.79,0.2558,0,3530.7,-0.84,60.54,0
C00014,2025-04-01,4,persistent_debt_stress,debt pressure,3424.26,1788.52,568.86,5941.99,259.0,4803.51,8183.79,0.1675,0,3975.04,-7.94,68.84,0
C00014,2025-05-01,5,persistent_debt_stress,debt pressure,3810.2,2117.93,333.89,7038.36,262.0,4762.99,8183.79,0.2068,0,4578.04,11.27,64.35,0
C00014,2025-06-01,6,persistent_debt_stress,debt pressure,3653.38,1907.92,632.82,7687.03,265.0,4757.39,8183.79,0.2572,1,4934.81,-4.12,69.54,0
C00014,2025-07-01,7,persistent_debt_stress,debt pressure,3179.48,1351.11,442.8,8652.97,268.0,4625.83,8183.79,0.2483,2,5466.08,-12.97,56.42,1
C00014,2025-08-01,8,persistent_debt_stress,debt pressure,3292.48,1746.15,473.89,9454.42,271.0,4540.2,8183.79,0.2319,2,5906.87,3.55,67.43,0
C00014,2025-09-01,9,persistent_debt_stress,debt pressure,3710.49,1613.67,476.62,10800.62,274.0,4420.14,8183.79,0.1585,2,6647.28,12.7,56.33,0
C00014,2025-10-01,10,persistent_debt_stress,debt pressure,3455.88,1817.0,455.51,11706.98,277.0,4298.68,8183.79,0.2132,2,7145.79,-6.86,65.76,0
C00014,2025-11-01,11,persistent_debt_stress,debt pressure,3665.8,1768.12,258.47,13066.19,280.0,4025.48,8183.79,0.1905,2,7893.35,6.07,55.28,0
C00014,2025-12-01,12,persistent_debt_stress,debt pressure,3376.19,1734.38,595.62,13829.38,283.0,3963.51,8183.79,0.1697,2,8313.1,-7.9,69.01,0
C00015,2025-01-01,1,gradual_deterioration,gradual pressure,1288.99,834.4,274.97,2015.54,85.36,2627.46,4312.66,0.2502,0,1973.12,-7.93,86.06,0
C00015,2025-02-01,2,gradual_deterioration,gradual pressure,1342.83,822.5,91.24,2359.26,85.36,2594.99,4312.66,0.1955,0,2162.16,4.18,68.05,0
C00015,2025-03-01,3,gradual_deterioration,gradual pressure,1146.04,705.3,157.61,2557.02,85.36,2656.94,4312.66,0.2946,0,2270.93,-14.65,75.3,0
C00015,2025-04-01,4,gradual_deterioration,gradual pressure,1393.81,895.08,134.25,2836.13,85.36,2749.99,4312.66,0.2901,0,2424.44,21.62,73.85,0
